No Document,Description,W,Keyword W,Keyword BOW,Keyword Gabung,hasilW,Kemiripan,True Positif,True Negative
10,wilayah pidie aceh kapten abdul majid ditembak senjata ss v polisi menyelidiki pelaku penembakan senjata ss v dalami lakukan pemeriksaan tersangka maraton kabid humas polda aceh kombes winardy wartawan mapolda aceh minggu polisi berhasil menangkap pelaku penembakan kapten abdul majid pemeriksaan pelaku senjata menembak dantim bais pidie masuk kategori senapan serbu dikutip laman pindad ss v senjata kaliber mm senjata senapan serbu pengembangan ss v diadopsi langsung fn fnc pelaku penembakan kapten abdul majid ketiga pelaku berinisial d m f ditangkap tempat berbeda d ditangkap kecamatan sakti pidie wib m kecamatan bandar pidie jaya wib f dibekuk trienggadeng pidie jaya wib ketiga tersangka warga sipil ditahan polres pidie winardy motif ketiga pelaku menembak kapten abdul majid polisi motifnya menguasai uang milik korban uang tersangka diambil tersangka rp juta motifnya memiliki uang korban murni perampokan winardy,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['wib', 'pemeriksaan', 'mata']",[0.35641684], , 
11,polisi menangkap pelaku pelaku ns warga pelaku ditangkap subdit iii jatanras polda jatim rabu pelaku melarikan bersembunyi malaysia kasubdit iii jatanras ditreskrimum polda jatim akbp lintar mahardono pembunuhan dipicu ejekan terkait beras warga miskin raskin tersinggung ejekan korban pelaku merencanakan membunuh korban dipicu salah ngomong teman olok olokan rebutan raskin beras keluarga miskin bersangkutan tersinggung harga pelaku merencanakan pembunuhan lintar wartawan rilis polda jatim rabu pembunuhan lintar pelaku ns pelaku dibantu orang pelaku buron lintar pembunuhan korban dipancing rumah korban dilempar bondet dibacok tewas dipancing rumah dilempar bondet korban lari bacok rumah papar lintar lintar pelaku ns eksekutor pembunuhan aksinya ns menyabet punggung korban celurit tewas membunuh pelaku melarikan negeri jiran duanya pelaku kabur malaysia intinya melarikan jeratan hukum pelaku utamanya tangkap terungkap lintar menangkap ns lintar menyita bom bondet rumah pelaku akibat perbuatannya pelaku dijerat pasal kuhp subsider pasal kuhp tindak pidana pembunuhan berencana,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['aksi', 'aksinya', 'pembunuhan', 'kabur']",[0.3198451], , 
12,wanita berinisial iya laporan polres tangsel penyelidikan kabid humas polda metro jaya kombes endra zulpan korban melaporkan kejadian polres tangsel rabu korban pelapor terlapor akun instagram terlapor foto korban foto terlapor korban berpose intimnya berjalan waktu foto korban disebarkan instagram si terlapor korban pelaku uang fotonya dihapus terlapor korban mengirimkan uang rp ribu pelaku imbuhnya korban mengirimkan uang pelaku menghapus foto porno pelaku uang mengancam menyebarluaskan foto pornonya kejadian korban melapor polres tangsel kerugian materi rp ribu diselidiki polres tangsel pelaku tertangkap,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]",[],[0.31008684], , 
13,remaja perempuan ketiga wanita memiliki kesamaan selasa sri enda pujiani perempuan pegawai honorer polresta sri tinggal diam membetot gas motor beat nya mengejar jambret bak film action sri dilempari barang barang penjambret sandal pengejaran sri berhasil menghindari lemparan pengejaran tersangka melempari korban topi sandal korban menghindari mengejar tersangka kapolsek lubuk pakam akp firdaus kemit kamis sri ngebut mengejar rampok rampok dikejar sri terjatuh berbelok berbelok jalan negara perkantoran kantor bupati deli serdang kendaraan tersangka tergelincir terjatuh ketiga tersangka dompet dirampas terjatuh badan jalan sri ketiga orang mengambil dompetnya berteriak tolong ketiga rampok diamankan polisi ketiga tersangka berhasil amankan ruang tahanan mapolsek lubuk pakam mintai keterangan mempertanggungjawabkan perbuatannya firdaus anjani korban perampokan pelaku berinisial bs pa kamis anjani berboncengan rekannya mengendarai sepeda motor vario pelaku mengendarai sepeda motor langsung kabur merampas ponsel anjani anjani spontan mengejar pelaku spontan korban berteriak tolong pengejaran kapolsek tanjung morawa akp sawangin jumat,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['mengambil', 'kabur']",[0.20566009], , 
14,postingan twitter berisi pengakuan korban percobaan tindak pelecehan pencurian kawasan ganjuran kapanewon bambanglipuro bantul viral polisi menerima laporan korban memburu pelaku postingan akun twitter merlianaaaaa tulis akun dikutip terkait kapolsek bambanglipuro akp khabibulloh mengaku menerima laporan polisi korban inisial m pagi penyelidikan terkait laporan korban laporan pagi lidik semoga terungkap keterangan korban pelaku merampas laptop dibawa khabibulloh terkait kronologi kejadian khabibulloh korban mengendarai motor arah utara belok kiri arah timur masuk kawasan ganjuran pedukuhan kanutan kalurahan sumbermulyo minggu malam pengendara motor memepet korban keterangan korban pengendara motor scoopy warna gelap perawakan kurus usia mengenakan sweater lengan warna abu abu pakai helm warna hitam langsung membarengi pelapor sebelah kanan membarengi pengendara pelaku langsung memegang payudara sebelah kanan pelapor pelapor menghindar terlapor mendahului putar arah barat pergi imbuhnya kejadian korban mengalami nyeri tubuhnya sebelah kanan,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]",[],[0.1720618], , 
15,pria berinisial diduga diamankan orang laki laki dewasa perkara tindak pidana pencurian kanit reskrim polsek medan area akp philip purba minggu philip pengungkapan warga medan denai berinisial mr korban pencurian melapor polisi motor korban dicuri pelaku rabu jalan menteng ii kelurahan binjai stnk ktp sim kartu tanda pengenal disimpan dompet warna abu abu hilang kejadian korban mengalami kerugian rp juta korban pengaduan polisi kehilangan barang miliknya rabu petugas informasi terkait keberadaan pelakunya kelurahan binjai petugas langsung lokasi menangkap pelakunya personel langsung meluncur objek sesampainya personel pelaku duduk rumahnya personel langsung penangkapan pelaku petugas interogasi pelaku mengakui mencuri sepeda motor korban menjualnya harga rp juta polisi pencarian barang bukti pencarian pelaku melawan petugas kakinya terpaksa ditembak kakinya petugas pencarian barang bukti tersangka mencoba perlawanan petugas petugas tindakan terukur menembak kaki tersangka philip pelaku residivis dibawa rs bhayangkara perawatan medis setelahnya pelaku dibawa polsek medan mempertanggungjawabkan perbuatannya,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['informasi', 'diduga']",[0.30602819], , 
16,pasukan anti taliban menjaga ketat wilayah pertahanan afghanistan latihan fisik melawan taliban pasukan anti taliban ambil latihan lembah panjshir afghanistan timur laut minggu waktu pasukan anti taliban milisi setia ahmad massoud putra mendiang ahmad shah massoud ahmad massoud menentang keras kesepakatan damai amerika serikat taliban pria berusia menawarkan wilayahnya lembah panjshir benteng anti taliban lembah panjshir wilayah kendali taliban serangan dahsyat afghanistan sisa sisa pasukan keamanan afghanistan hancur bersumpah melawan taliban lembah panjshir terpencil utara kabul pasukan berperang taliban mempertahankan lembah panjshir latihan fisik pasukan anti taliban pasukan anti taliban dilengkapi persenjataan lengkap senjata rpg granat berpeluncur roket anti tank dibawa pasukan anti taliban,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]",[],[0.], , 
17,ruko elektronik jalan raya sawangan kecamatan pancoran mas depok disatroni kawanan pemilik ruko ferly wikarta pelaku masuk atap lantai ruko selasa wib orang korban disekap diancam pakai senjata tajam lantai masuk suster diikat kaki tangannya mulut turun lantai dasar memukul karyawan toko penghuni orang disekap pelaku orang dewasa diikat suster mbak karyawan istri mulut fery perampok membawa senjata tajam linggis golok rencong total kerugian ditaksir mencapai rp juta uang kontan rp juta brankas jam tangan enam rp juta enam ferly anaknya berusia diikat disumpal mulutnya ferly memohon pelaku melakukannya anak malingnya nggak ikat anak ditutup pakai bantal gede usia diikat bilang diikat mati ferly perampokan jam wib pelaku kabur lantai jam jam wib dilaporkan polisi ferly pelaku ditangkap polisi pelaku anak muda orang tua masuk ruko sebelah orang jaga ditangkap polda metro jaya tutupnya,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['aksi', 'wib', 'mata', 'kabur']",[0.2131434], , 
18,aksi dicek ya lp laporan polisi proaktif kapolsek tebet kompol alexander yuriko dihubungi senin alexander mengaku mengusut terlepas korban laporan korban laporan tebet koordinasi satker menangani alexander mengaku proses penyelidikan rekaman cctv stasiun tebet disisir kepolisian mengungkap jejak pelarian pelaku pencurian kepentingan insyaallah lakukan penelusuran cctv stasiun tebet alexander korban petugas stasiun bertugas,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['aksi', 'mengungkap']",[0.17407766], , 
19,satres narkoba polresta bandung berhasil mengungkap pengedaran narkotika kabupaten bandung orang tersangka kurun waktu pekan tersangka digiring jumpa pers mapolresta bandung jl bhayangkara soreang senin kapolresta bandung kombes kusworo wibowo belasan tersangka diungkap lokasi berbeda beda wilayah kabupaten bandung pengedaran narkotika tersangka sosial media kusworo tersangka latar beragam mayoritas tersangka buruh perbuatannya tersangka dijerat pasal undang undang narkotika pasal undang undang narkotika golongan ancaman hukuman minimal maksimal,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['aksi', 'wib', 'mengungkap']",[0.44582257], , 
20,aksi pencurian tali pocong sidoarjo warga menduga pelaku orang beraksi waktu singkat yani tinggal makam desa kecamatan tulangan mengaku heran aksi pencurian tali pocong menyangka waktu singkat membongkar makam menduga pelakunya orang yani rabu yani aksi pencurian tali pocong kali daerahnya makam desa tulangan kali pencuri tali pocong terangnya kuburan siti kalsum meninggal malam jumat legi dibongkar tali pocongnya dicuri pembongkaran kuburan makam desa kecamatan tulangan selasa wib juru kunci makam sukardi sukardi kuburan tali pocongnya dicuri jaga malam mengaku kuat menahan kantuk ngantuk ditahan kesirep bangun pagi laporan istri juru kunci makam dibongkar sukardi makam aksi pencurian tali pocong sukardi melapor pemdes kuburan dirapikan laporkan modin desa kesepakatan warga ahli waris tali pocong diganti makam dirapikan terang sukardi kasat reskrim polresta sidoarjo akp oscar stefanus setjo membenarkan aksi pencurian tali pocong laporan resmi polisi penyelidikan oscar,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]","['aksi', 'wib', 'aris', 'mata']",[0.19288797], , 
21,aparat kepolisian penyelidikan terkait pengakuan wanita berinisial lhi media sosial diduga beredar media sosial kemarin cek mengedarkan korban pelecehan oknum dokter laporan polisinya berkoordinasi kemarin lhi medan bali yusri polda metro jaya jakarta minggu yusri lhi laporan polisi lhi beralasan sibuk pekerjaannya iya bali hubungi suruh alasannya kerja petugas polres bandara berangkat bali langsung menjemput polisi mengaku berinisiatif menjemput bola tujuannya dugaan pemerasan pelecehan dialami lhi diusut menimbulkan kesimpangsiuran bali mengundang kantor polisi rencana penyidik berangkat jemput bola bali menyebarkan habis sembunyi jemput bola menyebarkan yusri jemput bola terang benderang perkara masyarakat beralibi,what,peristiwa apa yang terjadi pada berita tersebut,"['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']","[['celurit membacok', 'membacok saudara', 'dijumpainya aris', 'kantor berita', 'tetangganya membacok', 'membacok kabur', 'kabur membacok', 'dihimpun peristiwa', 'peristiwa wib', 'sebilah celurit'], ['aksi', 'informasi', 'dihimpun', 'wib', 'diduga', 'aksinya', 'sebilah', 'korbannya', 'tetangga', 'aris', 'setiawan', 'saksi', 'mata', 'ibunya', 'mengambil', 'tetangganya', 'kabur', 'silakan', 'puluh', 'geng', 'menggerebek', 'melibatkan', 'kota', 'varginha', 'delapan'], ['pembunuhan', 'pembunuhan pemeriksaan', 'diberitakan', 'tersangka dilaporkan', 'kejahatan', 'kekuatan berwenang', 'pemeriksaan', 'dibantu pelaku', 'kekuatan', 'puluh anggota', 'mengungkap', 'dibunuhnya dibantu', 'selengkapnya', 'dipanggilnya diinterogasi', 'dipanggilnya', 'selengkapnya remaja', 'penyelidikan', 'terpaksa menangguhkan', 'tetangganya', 'pemeriksaan warga'], ['terjadinya', 'mempedulikan', 'kepentingannya', 'dipersalahkan', 'merebaknya', 'timbulnya', 'rusaknya', 'pengungkapan', 'menyalahi', 'munculnya']]",['diduga'],[0.10570328], , 
